id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
22746,Sarees,10,8,14,9,0,8,3,4,10,8,3
45899,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
58617,Women Tops & Tunics,10,17,8,2,11,0,6,8,5,11,5
53497,Women Tops & Tunics,10,6,8,8,11,0,4,1,5,11,5
29352,Kurtis,9,13,6,6,1,7,3,1,8,10,4
57835,Women Tops & Tunics,10,17,3,8,7,7,6,8,3,11,4
68170,Women Tops & Tunics,10,5,3,2,4,0,6,8,5,7,2
15424,Sarees,10,8,6,6,5,12,1,7,3,7,4
41573,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
35871,Women Tshirts,8,0,8,8,12,11,5,6,3,7,4
42606,Women Tshirts,8,18,8,4,10,13,5,6,3,7,4
60212,Women Tops & Tunics,10,8,8,6,7,7,3,4,3,9,4
53063,Women Tops & Tunics,10,11,6,6,7,0,3,4,2,7,4
13142,Sarees,10,8,14,9,18,8,3,4,10,6,3
45346,Women Tshirts,8,8,6,6,10,9,3,4,3,7,4
43399,Women Tshirts,8,0,6,8,10,13,5,6,3,7,4
56847,Women Tops & Tunics,10,11,8,2,11,0,4,5,5,11,7
16053,Sarees,10,15,13,0,5,8,1,10,10,7,3
37612,Women Tshirts,8,0,8,2,10,4,2,6,3,7,4
35003,Women Tshirts,8,18,8,2,10,3,2,6,3,7,4
3283,Men Tshirts,5,17,9,7,16,10,3,4,3,7,4
19418,Sarees,10,15,14,9,0,8,1,10,10,4,8
57162,Women Tops & Tunics,10,8,6,6,17,0,6,4,3,11,2
13844,Sarees,10,8,14,9,0,12,3,4,10,8,8
47390,Women Tshirts,8,0,8,6,7,13,3,6,3,7,4
31766,Kurtis,9,5,6,6,1,6,3,4,8,10,4
44128,Women Tshirts,8,18,8,2,10,13,5,6,3,7,4
4417,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
134,Men Tshirts,5,2,9,10,12,10,3,4,3,7,4
63865,Women Tops & Tunics,10,0,3,8,11,0,0,1,2,11,1
6469,Men Tshirts,5,8,6,6,7,10,3,4,3,7,4
16949,Sarees,10,15,14,9,18,12,0,11,10,3,3
49541,Women Tshirts,8,17,6,8,10,13,5,6,3,7,4
8097,Sarees,10,15,14,9,2,14,3,7,10,3,3
24324,Sarees,10,8,12,9,18,8,3,4,10,6,3
42055,Women Tshirts,8,2,6,2,10,13,5,6,3,7,4
20350,Sarees,10,8,10,9,0,8,3,4,9,5,8
2732,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
26484,Kurtis,9,7,11,1,1,6,0,1,8,10,4
39695,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
3106,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
48882,Women Tshirts,8,17,6,6,10,7,3,6,3,7,4
4407,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
16955,Sarees,10,8,10,0,0,8,3,4,9,6,3
27125,Kurtis,9,7,11,3,1,6,0,1,8,10,4
45081,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
17884,Sarees,10,8,13,0,2,1,3,4,3,7,3
61537,Women Tops & Tunics,10,2,3,2,2,0,6,8,2,11,2
45255,Women Tshirts,8,17,8,8,10,9,5,6,3,7,4
67548,Women Tops & Tunics,10,7,8,8,2,0,4,1,8,11,4
7761,Sarees,10,8,14,9,0,12,3,4,10,6,3
64266,Women Tops & Tunics,10,3,1,2,11,0,4,9,2,11,4
31869,Kurtis,9,13,6,3,1,7,3,4,8,10,4
29687,Kurtis,9,7,6,1,1,7,3,8,8,10,4
39497,Women Tshirts,8,6,8,2,10,3,5,6,3,7,4
16273,Sarees,10,8,14,6,5,1,3,7,10,3,3
50354,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
30007,Kurtis,9,13,0,3,1,7,3,4,5,10,4
38842,Women Tshirts,8,0,8,2,10,4,5,6,3,7,4
19976,Sarees,10,8,14,0,6,8,3,4,10,8,3
11699,Sarees,10,8,6,6,7,7,3,11,3,7,4
27672,Kurtis,9,0,6,1,7,2,0,1,8,10,4
27674,Kurtis,9,0,11,3,1,6,0,1,8,10,4
46569,Women Tshirts,8,11,8,8,10,13,5,6,3,7,4
69223,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,3,4
38395,Women Tshirts,8,0,8,2,10,9,5,6,3,7,4
37623,Women Tshirts,8,18,8,8,2,2,5,6,3,7,4
59925,Women Tops & Tunics,10,0,6,6,7,0,3,8,5,7,4
23376,Sarees,10,8,14,9,18,8,3,4,10,3,3
22172,Sarees,10,8,14,9,18,12,3,4,10,5,3
49355,Women Tshirts,8,17,8,8,7,7,3,4,3,7,4
19402,Sarees,10,2,14,0,2,8,3,11,10,3,3
29200,Kurtis,9,0,6,6,8,7,0,4,8,10,4
66875,Women Tops & Tunics,10,11,3,8,4,0,6,8,8,3,4
19266,Sarees,10,15,13,0,5,8,1,10,10,7,3
8636,Sarees,10,8,13,6,2,12,3,7,10,5,3
48919,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
3141,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
32301,Kurtis,9,6,6,6,1,7,3,4,8,10,4
6136,Men Tshirts,5,6,9,6,2,10,3,4,3,7,4
58431,Women Tops & Tunics,10,10,6,8,7,0,3,4,3,7,2
55081,Women Tops & Tunics,10,6,2,2,7,0,6,8,6,7,4
1370,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
19260,Sarees,10,8,14,0,9,12,3,4,10,6,3
37006,Women Tshirts,8,0,8,4,10,2,5,6,3,7,4
5653,Men Tshirts,5,17,9,6,16,7,3,4,3,7,4
56006,Women Tops & Tunics,10,2,1,2,11,0,4,9,5,11,6
64588,Women Tops & Tunics,10,17,3,8,4,0,6,8,5,11,2
3899,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
6827,Men Tshirts,5,17,9,6,7,7,3,4,3,7,4
56297,Women Tops & Tunics,10,8,6,6,7,7,6,4,8,7,4
64489,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,3,4
15670,Sarees,10,8,14,9,0,8,3,4,10,8,8
58210,Women Tops & Tunics,10,0,1,2,11,0,4,9,5,11,4
39393,Women Tshirts,8,18,8,2,10,3,5,6,3,7,4
21196,Sarees,10,15,13,0,5,8,1,10,10,7,3
54824,Women Tops & Tunics,10,8,3,6,2,0,3,4,2,7,4
21964,Sarees,10,15,12,9,0,8,1,10,10,8,3
52203,Women Tops & Tunics,10,0,1,2,11,0,4,9,5,11,7
51779,Women Tops & Tunics,10,3,3,6,7,0,3,8,3,11,2
36708,Women Tshirts,8,2,1,2,10,2,5,6,3,7,4
23309,Sarees,10,15,13,9,5,8,1,10,10,0,3
29261,Kurtis,9,7,0,6,1,6,3,4,5,10,4
53696,Women Tops & Tunics,10,10,2,8,11,0,6,8,8,3,2
29026,Kurtis,9,13,6,6,1,6,6,4,8,10,4
20167,Sarees,10,15,12,9,0,8,1,10,10,8,8
56570,Women Tops & Tunics,10,8,2,6,2,0,3,2,8,11,4
67371,Women Tops & Tunics,10,2,6,6,7,7,3,4,3,7,4
64158,Women Tops & Tunics,10,17,8,8,11,0,6,8,5,11,4
62591,Women Tops & Tunics,10,0,8,2,4,0,4,2,5,11,5
29179,Kurtis,9,7,0,3,1,6,3,4,8,10,4
60092,Women Tops & Tunics,10,2,6,8,7,7,3,8,3,7,4
17320,Sarees,10,8,14,0,2,12,3,11,10,3,3
852,Men Tshirts,5,0,9,7,2,10,3,4,3,7,4
31337,Kurtis,9,0,6,6,7,7,6,4,8,10,4
33910,Women Tshirts,8,2,8,4,2,2,5,6,3,7,4
18167,Sarees,10,15,13,0,5,8,1,10,10,7,3
9636,Sarees,10,8,13,0,3,1,3,4,3,7,3
4070,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
7345,Men Tshirts,5,8,9,6,7,7,3,4,3,7,4
7235,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
16143,Sarees,10,8,13,0,5,14,3,1,9,3,3
28348,Kurtis,9,12,0,3,1,7,6,8,8,10,4
16680,Sarees,10,15,13,9,5,8,1,10,10,7,3
39979,Women Tshirts,8,2,4,8,10,13,5,6,3,7,4
24094,Sarees,10,15,14,0,2,12,3,7,10,5,3
62161,Women Tops & Tunics,10,1,8,2,4,0,6,8,5,3,4
52009,Women Tops & Tunics,10,3,8,8,11,0,6,8,2,11,6
69224,Women Tops & Tunics,10,17,2,2,4,0,6,8,5,11,4
34211,Women Tshirts,8,18,8,2,10,9,2,0,3,7,4
4209,Men Tshirts,5,2,6,7,2,10,3,4,3,7,4
7317,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
49764,Women Tshirts,8,8,6,2,10,13,3,4,3,7,4
67857,Women Tops & Tunics,10,0,3,8,15,0,6,8,5,9,4
67851,Women Tops & Tunics,10,8,8,8,11,7,3,4,5,9,4
28298,Kurtis,9,0,6,6,7,7,0,1,8,7,4
39932,Women Tshirts,8,0,4,8,10,13,5,6,3,7,4
70161,Women Tops & Tunics,10,2,6,8,7,7,6,8,2,11,2
36501,Women Tshirts,8,0,8,8,2,2,5,6,3,7,4
57008,Women Tops & Tunics,10,2,3,8,2,0,6,8,2,11,6
54476,Women Tops & Tunics,10,8,6,8,7,0,6,4,8,3,4
19256,Sarees,10,15,13,9,5,8,1,10,10,0,3
53879,Women Tops & Tunics,10,17,3,8,11,0,6,8,8,7,2
60290,Women Tops & Tunics,10,7,3,8,13,0,6,8,5,7,0
48305,Women Tshirts,8,18,8,8,10,13,5,6,3,7,4
68669,Women Tops & Tunics,10,18,8,2,11,0,4,3,5,11,7
31073,Kurtis,9,13,6,6,1,7,3,8,8,10,4
6455,Men Tshirts,5,8,6,7,2,7,3,4,3,7,4
6586,Men Tshirts,5,6,6,7,7,10,3,4,3,7,4
66604,Women Tops & Tunics,10,8,6,6,2,7,3,4,3,7,2
4991,Men Tshirts,5,2,9,7,7,7,3,4,3,7,4
15440,Sarees,10,8,14,0,2,12,3,4,10,3,3
25724,Sarees,10,8,14,9,0,8,3,4,10,6,8
18766,Sarees,10,8,14,9,0,8,3,4,10,3,8
28041,Kurtis,9,4,6,1,8,7,0,1,8,10,4
36543,Women Tshirts,8,6,8,4,10,2,5,6,3,7,4
17251,Sarees,10,15,14,9,0,12,1,10,10,8,3
46398,Women Tshirts,8,17,8,8,10,9,5,6,3,7,4
5532,Men Tshirts,5,17,9,6,2,10,3,4,3,7,4
29041,Kurtis,9,13,6,6,1,6,6,4,5,10,4
30785,Kurtis,9,5,6,1,1,6,3,4,8,10,4
67074,Women Tops & Tunics,10,10,3,8,11,0,6,8,2,11,4
55019,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,4
1704,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
59207,Women Tops & Tunics,10,11,1,2,11,0,4,3,5,11,6
68401,Women Tops & Tunics,10,8,3,6,4,7,3,4,5,7,2
36996,Women Tshirts,8,2,8,8,10,9,2,6,3,7,4
53042,Women Tops & Tunics,10,18,6,6,7,7,3,4,3,7,2
35467,Women Tshirts,8,17,8,2,10,3,2,0,3,7,4
12157,Sarees,10,14,12,0,19,8,3,11,9,2,8
59693,Women Tops & Tunics,10,11,3,8,11,0,6,8,5,3,2
70319,Women Tops & Tunics,10,0,2,2,2,0,6,8,5,11,4
18671,Sarees,10,15,13,9,5,8,1,10,10,7,3
50679,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
42074,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
44285,Women Tshirts,8,2,8,8,7,7,5,4,3,7,4
39668,Women Tshirts,8,6,8,8,10,2,5,6,3,7,4
41756,Women Tshirts,8,11,6,2,10,3,5,4,3,7,4
18543,Sarees,10,8,13,9,0,8,3,4,9,5,3
37013,Women Tshirts,8,0,8,4,10,2,5,6,3,7,4
50384,Women Tshirts,8,8,8,6,7,13,3,4,3,7,4
8133,Sarees,10,8,14,9,18,8,3,4,10,4,3
56180,Women Tops & Tunics,10,0,1,8,11,0,4,3,5,11,4
8841,Sarees,10,8,14,9,0,8,3,4,10,8,3
36325,Women Tshirts,8,2,4,8,10,9,5,6,3,7,4
42095,Women Tshirts,8,11,6,8,10,3,5,6,3,7,4
57683,Women Tops & Tunics,10,8,6,6,7,7,0,4,6,7,4
35413,Women Tshirts,8,2,8,8,12,11,3,4,3,7,4
34461,Women Tshirts,8,2,8,2,10,3,2,0,3,7,4
41845,Women Tshirts,8,5,8,2,10,3,5,6,3,7,4
6300,Men Tshirts,5,17,9,6,7,7,3,4,3,7,4
57095,Women Tops & Tunics,10,3,1,2,11,0,4,1,5,11,6
42031,Women Tshirts,8,0,6,2,10,13,5,6,3,7,4
14566,Sarees,10,15,13,0,5,8,1,10,10,7,3
23473,Sarees,10,8,14,9,18,8,3,4,10,6,3
38048,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
67674,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,7,1
25089,Sarees,10,8,14,9,0,12,3,4,10,8,3
40870,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
20261,Sarees,10,8,14,9,0,8,3,4,10,1,3
63023,Women Tops & Tunics,10,0,8,8,7,7,3,4,3,7,4
62037,Women Tops & Tunics,10,0,8,2,4,0,6,8,6,12,4
24789,Sarees,10,15,14,9,6,1,3,11,7,13,3
3267,Men Tshirts,5,17,7,10,12,10,3,4,3,7,4
41182,Women Tshirts,8,0,8,8,10,4,5,6,3,7,4
39909,Women Tshirts,8,2,6,8,7,11,3,4,3,7,4
33340,Women Tshirts,8,5,6,2,10,3,2,0,3,7,4
41176,Women Tshirts,8,0,8,8,10,2,5,6,3,7,4
67467,Women Tops & Tunics,10,17,6,6,11,7,6,8,3,11,4
23336,Sarees,10,8,13,0,2,1,3,4,10,3,3
34434,Women Tshirts,8,17,4,4,2,2,5,6,3,7,4
49423,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
6666,Men Tshirts,5,8,9,6,12,7,3,4,3,7,4
48479,Women Tshirts,8,0,8,8,10,13,5,6,3,7,4
32522,Kurtis,9,5,6,6,1,7,3,4,5,10,4
59027,Women Tops & Tunics,10,8,6,6,17,0,3,4,3,11,2
30042,Kurtis,9,13,6,3,1,7,6,4,8,10,4
24676,Sarees,10,8,13,6,5,12,3,4,3,7,3
5165,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
68281,Women Tops & Tunics,10,8,6,8,7,7,6,4,3,3,4
40678,Women Tshirts,8,0,8,8,10,9,5,6,3,7,4
16560,Sarees,10,8,2,6,2,8,3,11,10,3,3
3102,Men Tshirts,5,2,9,10,12,10,3,4,3,7,4
8388,Sarees,10,15,13,0,5,8,1,10,10,7,3
27781,Kurtis,9,0,6,6,8,7,6,8,8,10,4
2404,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
593,Men Tshirts,5,6,9,7,2,10,3,4,3,7,4
36967,Women Tshirts,8,0,8,2,10,13,2,0,3,7,4
51933,Women Tops & Tunics,10,2,8,8,11,0,4,5,5,9,1
68793,Women Tops & Tunics,10,13,8,8,11,0,0,1,5,7,4
39345,Women Tshirts,8,11,1,2,10,13,5,6,3,7,4
16412,Sarees,10,8,13,6,5,12,3,4,3,7,3
60345,Women Tops & Tunics,10,18,8,2,11,7,3,4,2,11,2
51893,Women Tops & Tunics,10,2,3,2,2,0,6,8,2,11,2
16301,Sarees,10,8,14,9,0,8,3,4,10,6,3
15367,Sarees,10,8,12,9,18,8,3,4,10,8,8
39784,Women Tshirts,8,5,8,8,10,4,5,6,3,7,4
51676,Women Tops & Tunics,10,17,8,8,11,7,4,4,5,11,4
42301,Women Tshirts,8,5,8,8,10,9,5,6,3,7,4
52677,Women Tops & Tunics,10,18,3,8,4,0,6,4,3,3,4
2885,Men Tshirts,5,2,9,7,2,5,3,4,3,7,4
69166,Women Tops & Tunics,10,3,3,2,4,0,6,8,6,12,4
25278,Sarees,10,8,2,6,2,1,3,11,10,3,3
816,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
29946,Kurtis,9,13,6,6,1,2,6,4,8,10,4
42039,Women Tshirts,8,17,1,2,10,4,5,6,3,7,4
2505,Men Tshirts,5,2,9,7,16,10,3,4,3,7,4
15249,Sarees,10,14,13,0,5,12,3,11,10,3,3
58579,Women Tops & Tunics,10,5,3,8,15,0,6,8,5,9,2
64889,Women Tops & Tunics,10,1,6,2,7,7,3,8,5,7,2
41057,Women Tshirts,8,17,8,8,10,3,2,6,3,7,4
32527,Kurtis,9,5,6,6,1,7,3,4,8,10,4
55665,Women Tops & Tunics,10,8,6,8,4,0,6,4,5,11,4
58445,Women Tops & Tunics,10,13,3,8,11,0,6,8,8,3,2
69728,Women Tops & Tunics,10,1,3,8,11,0,6,8,2,11,4
22314,Sarees,10,8,12,9,0,8,3,4,10,8,8
28986,Kurtis,9,13,11,6,1,6,0,4,8,10,4
12573,Sarees,10,8,6,6,7,12,3,4,3,7,4
44171,Women Tshirts,8,2,6,6,10,7,3,4,3,7,4
774,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
69171,Women Tops & Tunics,10,8,6,6,7,7,3,4,8,7,4
38190,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
27692,Kurtis,9,0,6,6,1,2,0,1,8,10,4
5511,Men Tshirts,5,0,6,6,2,7,3,4,3,7,4
41247,Women Tshirts,8,2,8,8,10,4,5,6,3,7,4
28153,Kurtis,9,6,6,1,8,7,0,1,3,10,4
29207,Kurtis,9,13,0,3,8,7,6,8,8,10,4
38682,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
22970,Sarees,10,14,12,0,2,8,1,11,7,13,8
53894,Women Tops & Tunics,10,8,8,6,7,7,3,1,3,7,4
3330,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
20049,Sarees,10,8,14,0,3,12,3,4,10,4,3
64077,Women Tops & Tunics,10,2,3,6,15,7,3,4,2,7,4
15348,Sarees,10,15,14,9,0,8,1,10,10,5,8
11516,Sarees,10,8,14,9,18,12,3,4,10,4,8
16445,Sarees,10,8,14,9,0,12,3,4,10,8,8
46372,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
60265,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,7,1
40449,Women Tshirts,8,0,8,8,7,4,3,4,3,7,4
20634,Sarees,10,15,13,9,5,8,1,10,10,0,3
30681,Kurtis,9,13,6,6,1,6,3,4,8,10,4
15807,Sarees,10,8,14,0,19,12,3,4,10,6,3
55432,Women Tops & Tunics,10,0,6,8,7,7,4,1,2,9,2
17643,Sarees,10,15,13,0,5,12,3,4,10,3,3
39717,Women Tshirts,8,17,8,2,10,4,2,6,3,7,4
32520,Kurtis,9,13,6,6,1,7,3,4,8,10,4
26029,Kurtis,9,13,6,1,7,2,0,1,8,10,4
12972,Sarees,10,15,14,0,2,8,3,11,7,13,3
33044,Women Tshirts,8,0,8,2,10,9,2,0,3,7,4
53704,Women Tops & Tunics,10,7,3,8,4,0,6,8,5,7,5
69145,Women Tops & Tunics,10,0,8,8,2,0,6,8,5,3,5
47408,Women Tshirts,8,2,6,8,7,7,3,4,3,7,4
38455,Women Tshirts,8,0,1,2,10,13,5,6,3,7,4
26535,Kurtis,9,13,0,3,1,6,6,1,8,10,4
6110,Men Tshirts,5,17,6,7,7,7,3,4,3,7,4
23962,Sarees,10,8,14,9,18,8,3,4,10,6,3
30135,Kurtis,9,5,0,6,1,6,3,8,8,10,4
13512,Sarees,10,15,13,0,5,8,1,10,10,7,3
62378,Women Tops & Tunics,10,18,1,2,11,0,4,9,5,11,4
19229,Sarees,10,8,14,9,0,8,3,4,10,6,8
27454,Kurtis,9,7,11,3,1,6,0,1,5,10,4
31571,Kurtis,9,12,6,3,1,7,3,4,8,10,4
9969,Sarees,10,14,2,9,2,1,3,7,1,3,3
63962,Women Tops & Tunics,10,3,6,6,7,0,6,8,8,7,4
33191,Women Tshirts,8,2,8,4,2,2,5,6,3,7,4
63322,Women Tops & Tunics,10,0,8,2,11,0,4,9,5,11,6
23257,Sarees,10,8,13,6,2,8,3,7,1,3,3
10688,Sarees,10,2,13,0,2,12,3,11,10,3,3
26813,Kurtis,9,0,11,3,1,6,6,8,8,10,4
5828,Men Tshirts,5,8,9,7,7,10,3,4,3,7,4
4692,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
40883,Women Tshirts,8,18,8,2,10,4,5,6,3,7,4
31457,Kurtis,9,18,6,6,1,7,6,4,8,10,4
18916,Sarees,10,15,13,0,5,8,1,10,10,7,3
16320,Sarees,10,15,13,0,5,8,1,10,10,7,3
58237,Women Tops & Tunics,10,17,6,6,7,0,3,4,3,7,2
15116,Sarees,10,15,13,9,0,8,3,4,10,4,8
31318,Kurtis,9,7,6,6,1,7,6,4,5,10,4
41463,Women Tshirts,8,17,8,2,12,11,5,6,3,7,4
64186,Women Tops & Tunics,10,7,1,2,11,0,4,9,5,11,4
11292,Sarees,10,15,13,0,5,8,1,10,10,7,3
27666,Kurtis,9,3,6,1,7,2,0,1,8,10,4
20586,Sarees,10,8,14,9,0,8,3,4,10,6,3
37663,Women Tshirts,8,2,8,8,12,11,5,6,3,7,4
26134,Kurtis,9,13,0,3,1,6,6,8,8,10,4
66905,Women Tops & Tunics,10,11,6,6,7,7,3,4,3,7,4
33327,Women Tshirts,8,2,8,8,2,2,5,4,3,7,4
55706,Women Tops & Tunics,10,0,3,8,15,0,6,8,5,9,5
59383,Women Tops & Tunics,10,2,8,2,2,0,6,8,6,12,4
5295,Men Tshirts,5,17,9,7,16,10,3,4,3,7,4
22660,Sarees,10,8,14,9,18,12,3,4,10,5,3
68730,Women Tops & Tunics,10,7,8,8,11,0,4,1,8,7,4
64913,Women Tops & Tunics,10,8,6,8,15,7,6,4,5,9,4
1991,Men Tshirts,5,0,9,6,12,5,3,4,3,7,4
58481,Women Tops & Tunics,10,8,6,8,17,7,3,8,3,7,2
24041,Sarees,10,8,14,9,18,12,3,4,10,8,3
36699,Women Tshirts,8,18,8,2,10,13,2,0,3,7,4
14907,Sarees,10,8,14,9,18,8,3,4,10,5,3
49581,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
32609,Women Tshirts,8,2,6,8,12,11,0,4,3,7,4
41399,Women Tshirts,8,18,8,8,10,3,5,6,3,7,4
53518,Women Tops & Tunics,10,6,8,8,11,0,4,2,8,11,4
22763,Sarees,10,8,12,9,18,8,3,4,10,8,3
43176,Women Tshirts,8,18,6,2,10,4,5,6,3,7,4
45016,Women Tshirts,8,17,6,2,10,3,5,6,3,7,4
37060,Women Tshirts,8,6,8,8,2,2,5,6,3,7,4
33291,Women Tshirts,8,0,4,4,10,9,5,6,3,7,4
55495,Women Tops & Tunics,10,0,1,2,11,0,4,5,5,11,4
47230,Women Tshirts,8,8,1,2,10,7,5,6,3,7,4
27739,Kurtis,9,11,0,1,1,2,0,1,8,10,4
62560,Women Tops & Tunics,10,2,8,6,7,0,3,4,8,11,4
49233,Women Tshirts,8,17,6,8,7,7,3,6,3,7,4
32821,Women Tshirts,8,11,6,2,10,4,0,4,3,7,4
65618,Women Tops & Tunics,10,0,8,2,11,0,6,8,5,11,4
53914,Women Tops & Tunics,10,8,3,6,11,7,3,1,5,7,2
26298,Kurtis,9,5,11,3,1,6,0,1,5,10,4
61582,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,2
10855,Sarees,10,14,14,0,2,8,1,1,7,13,3
50688,Women Tshirts,8,17,6,8,10,13,5,6,3,7,4
26292,Kurtis,9,7,0,3,1,6,6,1,8,10,4
23867,Sarees,10,8,14,9,18,8,3,4,10,8,8
29647,Kurtis,9,18,6,6,7,6,6,4,8,10,4
55166,Women Tops & Tunics,10,8,6,6,7,7,3,1,3,7,4
25159,Sarees,10,8,6,6,7,7,0,4,3,7,4
21303,Sarees,10,8,14,9,0,8,3,4,10,8,8
42262,Women Tshirts,8,0,8,2,10,3,5,6,3,7,4
32857,Women Tshirts,8,2,8,2,12,11,0,4,3,7,4
67648,Women Tops & Tunics,10,13,3,2,11,0,6,8,5,3,2
1157,Men Tshirts,5,2,9,6,2,10,3,4,3,7,4
50707,Women Tshirts,8,17,6,6,7,7,3,4,3,7,4
49621,Women Tshirts,8,17,8,2,7,13,5,6,3,7,4
37364,Women Tshirts,8,5,6,8,12,11,5,6,3,7,4
37848,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
31390,Kurtis,9,6,0,6,1,7,3,4,8,10,4
42068,Women Tshirts,8,11,1,2,10,13,5,6,3,7,4
58123,Women Tops & Tunics,10,8,6,6,17,0,3,4,5,7,2
44351,Women Tshirts,8,2,8,8,10,13,5,6,3,7,4
67334,Women Tops & Tunics,10,3,8,2,11,0,4,9,2,11,1
58004,Women Tops & Tunics,10,17,8,8,17,0,6,8,2,11,1
49692,Women Tshirts,8,17,6,8,7,7,3,4,3,7,4
17351,Sarees,10,15,14,0,2,12,3,7,10,5,3
52434,Women Tops & Tunics,10,5,3,2,11,0,6,8,5,3,2
3631,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
2777,Men Tshirts,5,17,9,7,2,5,3,4,3,7,4
22768,Sarees,10,15,12,9,2,8,3,11,7,13,3
23855,Sarees,10,8,2,6,5,7,3,4,3,7,3
36116,Women Tshirts,8,6,8,2,12,11,5,6,3,7,4
980,Men Tshirts,5,0,7,10,12,7,3,4,3,7,4
10602,Sarees,10,2,2,9,2,1,3,4,1,3,3
23942,Sarees,10,8,14,9,0,8,3,4,10,6,3
30717,Kurtis,9,13,6,1,1,7,0,4,8,10,4
6782,Men Tshirts,5,0,6,6,7,7,3,4,3,7,4
15117,Sarees,10,8,13,6,5,14,3,4,3,7,3
24347,Sarees,10,8,13,6,5,12,3,4,3,7,3
37091,Women Tshirts,8,17,8,2,10,3,2,0,3,7,4
58547,Women Tops & Tunics,10,18,2,8,4,0,6,4,3,7,4
61753,Women Tops & Tunics,10,11,1,8,11,0,4,9,8,11,4
6501,Men Tshirts,5,17,9,6,7,7,3,4,3,7,4
31799,Kurtis,9,1,6,6,8,7,6,4,8,10,4
5569,Men Tshirts,5,2,9,6,7,10,3,4,3,7,4
40232,Women Tshirts,8,0,8,2,10,9,5,6,3,7,4
49274,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
25000,Sarees,10,15,13,9,5,8,1,10,10,0,3
61587,Women Tops & Tunics,10,1,8,8,11,0,4,1,8,11,4
70093,Women Tops & Tunics,10,8,3,6,11,7,3,4,5,11,1
12844,Sarees,10,8,14,9,0,12,3,4,10,8,4
9022,Sarees,10,15,13,9,5,8,1,10,10,7,3
38590,Women Tshirts,8,18,8,8,10,4,5,6,3,7,4
57626,Women Tops & Tunics,10,0,3,8,15,0,4,1,5,7,2
59058,Women Tops & Tunics,10,3,3,8,11,0,6,8,5,7,2
8226,Sarees,10,15,13,9,5,8,1,10,10,0,3
1511,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
39284,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
13593,Sarees,10,15,14,9,0,8,1,10,10,8,3
56979,Women Tops & Tunics,10,6,8,8,11,0,0,2,2,3,6
34143,Women Tshirts,8,0,8,2,10,3,0,4,3,7,4
27270,Kurtis,9,5,0,3,1,6,6,8,8,10,4
53210,Women Tops & Tunics,10,0,8,8,2,0,0,1,5,11,4
7001,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
5278,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
40621,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
64302,Women Tops & Tunics,10,11,6,2,11,7,6,4,2,11,4
63954,Women Tops & Tunics,10,5,6,8,17,7,6,8,5,9,5
62152,Women Tops & Tunics,10,11,8,8,11,0,6,8,2,11,1
